title	link	date	title_corrected
Haitian migrants found on island – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2014/11/10/haitian-migrants-found-on-island/	2014-11-10	Haitian migrants found on island – NationNews Barbados — nationnews.com
Ship with migrants towed to Greek coast – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2014/11/27/ship-with-migrants-towed-to-greek-coast/	2014-11-27	Ship with migrants towed to Greek coast – NationNews Barbados — nationnews.com
Guantanamo prisoners start new lives in Uruguay – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2014/12/09/guantanamo-prisoners-start-new-lives-in-uruguay/	2014-12-09	Guantanamo prisoners start new lives in Uruguay – NationNews Barbados — nationnews.com
Canadian hospitality jobs hard to come by – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/02/13/canadian-hospitality-jobs-hard-to-come-by/	2015-02-13	Canadian hospitality jobs hard to come by – NationNews Barbados — nationnews.com
Afghanistan play historic first match at Cricket World Cup - Nation News	https://www.nationnews.com/2015/02/18/afghanistan-play-historic-first-match-at-cricket-world-cup/	2015-02-18	Afghanistan play historic first match at Cricket World Cup
Official: Boko Haram abducts hundreds of Nigerian civilians - Nation News	https://www.nationnews.com/2015/03/25/official-boko-haram-abducts-hundreds-of-nigerian-civilians/	2015-03-25	Official: Boko Haram abducts hundreds of Nigerian civilians
Gunman in Kenyan massacre was government official's son - Nation News	https://www.nationnews.com/2015/04/06/gunman-in-kenyan-massacre-was-government-officials-son/	2015-04-06	Gunman in Kenyan massacre was government official's son
Women stoned by Boko Haram – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/05/04/women-stoned-by-boko-haram/	2015-05-04	Women stoned by Boko Haram – NationNews Barbados — nationnews.com
Cuban migrants sent home – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/05/18/cuban-migrants-sent-home/	2015-05-18	Cuban migrants sent home – NationNews Barbados — nationnews.com
WHO: Cholera kills 30 Burundi refugees in Tanzanian camp - Nation News	https://www.nationnews.com/2015/05/21/who-cholera-kills-30-burundi-refugees-in-tanzanian-camp/	2015-05-21	WHO: Cholera kills 30 Burundi refugees in Tanzanian camp
Millions displaced, become refugees – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/06/21/millions-displaced-become-refugees/	2015-06-21	Millions displaced, become refugees – NationNews Barbados — nationnews.com
More than 200 feared dead in sinking of migrant boat - Nation News	https://www.nationnews.com/2015/08/06/more-than-200-feared-dead-in-sinking-of-migrant-boat/	2015-08-06	More than 200 feared dead in sinking of migrant boat
Europe struggles to respond as migrants numbers rise threefold - Nation News	https://www.nationnews.com/nationnews/news/71242/europe-struggles-respond-migrants-rise-threefold	2015-08-18	Europe struggles to respond as migrants numbers rise threefold
Dead child brings plight of refugees into focus - Nation News	https://www.nationnews.com/2015/09/04/dead-child-brings-plight-of-refugees-into-focus/	2015-09-04	Dead child brings plight of refugees into focus
Austria, Germany open borders to migrants offloaded by Hungary - Nation News	https://www.nationnews.com/2015/09/05/austria-germany-open-borders-to-migrants-offloaded-by-hungary/	2015-09-05	Austria, Germany open borders to migrants offloaded by Hungary
Germany appeals to EU neighbours on migrant crisis - Nation News	https://www.nationnews.com/2015/09/07/germany-appeals-to-eu-neighbours-on-migrant-crisis/	2015-09-07	Germany appeals to EU neighbours on migrant crisis
EU Leaders meeting to set migrant plan – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/09/23/eu-leaders-meeting-to-set-migrant-plan/	2015-09-23	EU Leaders meeting to set migrant plan – NationNews Barbados — nationnews.com
Sweden struggles to cope with migrant tide – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/10/22/sweden-struggles-to-cope-with-migrant-tide/	2015-10-22	Sweden struggles to cope with migrant tide – NationNews Barbados — nationnews.com
Poll: British support for EU membership tumbles – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/10/23/poll-british-support-for-eu-membership-tumbles/	2015-10-23	Poll: British support for EU membership tumbles – NationNews Barbados — nationnews.com
Greece says 22 migrants drown off Aegean islands, 144 rescued - Nation News	https://www.nationnews.com/2015/10/30/greece-says-22-migrants-drown-off-aegean-islands-144-rescued/	2015-10-30	Greece says 22 migrants drown off Aegean islands, 144 rescued
Finland readies to house asylum seekers in tents - Nation News	https://www.nationnews.com/2015/11/10/finland-readies-to-house-asylum-seekers-in-tents/	2015-11-10	Finland readies to house asylum seekers in tents
France launches air strikes in Syria; Paris investigation widens - Nation News	https://www.nationnews.com/2015/11/16/france-launches-air-strikes-in-syria-paris-investigation-widens/	2015-11-16	France launches air strikes in Syria; Paris investigation widens
Republican Ben Carson compares Syrian refugees to 'rabid dogs' - Nation News	https://www.nationnews.com/2015/11/19/republican-ben-carson-compares-syrian-refugees-to-rabid-dogs/	2015-11-19	Republican Ben Carson compares Syrian refugees to 'rabid dogs'
Stranded migrants block railway, call hunger strike – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2015/11/23/stranded-migrants-block-railway-call-hunger-strike/	2015-11-23	Stranded migrants block railway, call hunger strike – NationNews Barbados — nationnews.com
Trump defends proposed ban on Muslims into US - Nation News	https://www.nationnews.com/2015/12/08/trump-defends-proposed-ban-on-muslims-into-us/	2015-12-08	Trump defends proposed ban on Muslims into US
OUR CARIBBEAN: Human rights study in the US - Nation News	https://www.nationnews.com/2015/12/23/our-caribbean-human-rights-study-in-the-us/	2015-12-23	OUR CARIBBEAN: Human rights study in the US
Germans shaken by New Year attacks on women in Cologne - Nation News	https://www.nationnews.com/2016/01/05/germans-shaken-by-new-year-attacks-on-women-in-cologne/	2016-01-05	Germans shaken by New Year attacks on women in Cologne
Merkel under pressure as Cologne police detail assaults - Nation News	https://www.nationnews.com/2016/01/11/merkel-under-pressure-as-cologne-police-detail-assaults/	2016-01-11	Merkel under pressure as Cologne police detail assaults
Merkel: Refugees must leave after war – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2016/01/30/merkel-refugees-must-leave-after-war/	2016-01-30	Merkel: Refugees must leave after war – NationNews Barbados — nationnews.com
UN panel: WikiLeaks' Assange should go free from embassy and be compensated - Nation News	https://www.nationnews.com/2016/02/05/un-panel-wikileaks-assange-should-go-free-from-embassy-and-be-compensated/	2016-02-05	UN panel: WikiLeaks' Assange should go free from embassy and be compensated
ALL AH WE IS ONE: CARICOM's DR challenge - Nation News	https://www.nationnews.com/2016/02/09/all-ah-we-is-one-caricoms-dr-challenge/	2016-02-09	ALL AH WE IS ONE: CARICOM's DR challenge
Rich Arab states best bet for refugees – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2016/02/10/rich-arab-states-best-bet-for-refugees/	2016-02-10	Rich Arab states best bet for refugees – NationNews Barbados — nationnews.com
Iraqi refugees returning home – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2016/02/13/iraqi-refugees-returning-home/	2016-02-13	Iraqi refugees returning home – NationNews Barbados — nationnews.com
German minister warns countries not to push refugee burden onto Germany - Nation News	https://www.nationnews.com/2016/02/19/german-minister-warns-countries-not-to-push-refugee-burden-onto-germany/	2016-02-19	German minister warns countries not to push refugee burden onto Germany
ON THE LEFT: The bigger the economy … – NationNews Barbados — nationnews.com - Nation News	https://www.nationnews.com/2016/02/25/on-the-left-the-bigger-the-economy/	2016-02-25	ON THE LEFT: The bigger the economy … – NationNews Barbados — nationnews.com
THINGS THAT MATTER: Our Explosion of Culture – Painting and Sculpture - Barbados Advocate	https://www.barbadosadvocate.com/columns/things-matter-our-explosion-culture-%E2%80%93-painting-and-sculpture	2016-03-19	THINGS THAT MATTER: Our Explosion of Culture – Painting and Sculpture
