title	link	source	date	title_corrected	migracion
¿A quién le corresponde la pensión por viudez de un trabajador bígamo? - El Economista	https://news.google.com/__i/rss/rd/articles/CBMihQFodHRwczovL3d3dy5lbGVjb25vbWlzdGEuY29tLm14L2NhcGl0YWxodW1hbm8vQS1xdWllbi1sZS1jb3JyZXNwb25kZS1sYS1wZW5zaW9uLXBvci12aXVkZXotZGUtdW4tdHJhYmFqYWRvci1iaWdhbW8tMjAyMTA4MTUtMDAwMy5odG1s0gGJAWh0dHBzOi8vd3d3LmVsZWNvbm9taXN0YS5jb20ubXgvYW1wL2NhcGl0YWxodW1hbm8vQS1xdWllbi1sZS1jb3JyZXNwb25kZS1sYS1wZW5zaW9uLXBvci12aXVkZXotZGUtdW4tdHJhYmFqYWRvci1iaWdhbW8tMjAyMTA4MTUtMDAwMy5odG1s?oc=5	El Economista	2021-08-16	¿A quién le corresponde la pensión por viudez de un trabajador bígamo?	0
EU entregará menos agua a México. Es histórico. Por el cambio climático y la sequía - SinEmbargo	https://news.google.com/__i/rss/rd/articles/CBMiLGh0dHBzOi8vd3d3LnNpbmVtYmFyZ28ubXgvMTYtMDgtMjAyMS80MDE1MjU20gEA?oc=5	SinEmbargo	2021-08-16	EU entregará menos agua a México. Es histórico. Por el cambio climático y la sequía	0
Cofepris avala uso de emergencia de vacuna contra COVID-19 de Moderna en México - Noticieros Televisa	https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vbm90aWNpZXJvcy50ZWxldmlzYS5jb20vdWx0aW1hcy1ub3RpY2lhcy9jb2ZlcHJpcy1hdmFsYS11c28tZW1lcmdlbmNpYS12YWN1bmEtbW9kZXJuYS1tZXhpY28v0gFlaHR0cHM6Ly9ub3RpY2llcm9zLnRlbGV2aXNhLmNvbS91bHRpbWFzLW5vdGljaWFzL2NvZmVwcmlzLWF2YWxhLXVzby1lbWVyZ2VuY2lhLXZhY3VuYS1tb2Rlcm5hLW1leGljby8?oc=5	Noticieros Televisa	2021-08-16	Cofepris avala uso de emergencia de vacuna contra COVID-19 de Moderna en México	0
Perrito es jefe de seguridad de una farmacia, Pachuca - Las Noticias - Noticieros Televisa	https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9d28xbmhjSmJ4NknSAQA?oc=5	Noticieros Televisa	2021-08-16	Perrito es jefe de seguridad de una farmacia, PachucaLas Noticias	0
Senador de Morena propone quitarle la “h” a husos horarios - Expansión Política	https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vcG9saXRpY2EuZXhwYW5zaW9uLm14L21leGljby8yMDIxLzA4LzE2L3NlbmFkb3ItZGUtbW9yZW5hLXByb3BvbmUtcXVpdGFybGUtbGEtaC1hLWh1c29zLWhvcmFyaW9z0gFyaHR0cHM6Ly9wb2xpdGljYS5leHBhbnNpb24ubXgvbWV4aWNvLzIwMjEvMDgvMTYvc2VuYWRvci1kZS1tb3JlbmEtcHJvcG9uZS1xdWl0YXJsZS1sYS1oLWEtaHVzb3MtaG9yYXJpb3M_X2FtcD10cnVl?oc=5	Expansión Política	2021-08-16	Senador de Morena propone quitarle la “h” a husos horarios	0
¡Ayúdenme! Joven denuncia acoso sexual en empresa de NL - Excélsior	https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmV4Y2Vsc2lvci5jb20ubXgvbmFjaW9uYWwvYXl1ZGVubWUtam92ZW4tZGVudW5jaWEtYWNvc28tc2V4dWFsLWVuLWVtcHJlc2EtZGUtbmwvMTQ2NjMwONIBZ2h0dHBzOi8vd3d3LmV4Y2Vsc2lvci5jb20ubXgvbmFjaW9uYWwvYXl1ZGVubWUtam92ZW4tZGVudW5jaWEtYWNvc28tc2V4dWFsLWVuLWVtcHJlc2EtZGUtbmwvMTQ2NjMwOD9hbXA?oc=5	Excélsior	2021-08-16	¡Ayúdenme! Joven denuncia acoso sexual en empresa de NL	0
Elon Musk quiere arrebatarle la marca Starlink a la firma mexicana StarGroup - El Financiero	https://news.google.com/__i/rss/rd/articles/CBMiiQFodHRwczovL3d3dy5lbGZpbmFuY2llcm8uY29tLm14L2VtcHJlc2FzLzIwMjEvMDgvMTYvZW1wcmVzYS1kZS1lbG9uLW11c2stcXVpZXJlLXF1aXRhcmxlLWxhLW1hcmNhLXN0YXJsaW5rLWEtbGEtZmlybWEtbWV4aWNhbmEtc3Rhcmdyb3VwL9IBmAFodHRwczovL3d3dy5lbGZpbmFuY2llcm8uY29tLm14L2VtcHJlc2FzLzIwMjEvMDgvMTYvZW1wcmVzYS1kZS1lbG9uLW11c2stcXVpZXJlLXF1aXRhcmxlLWxhLW1hcmNhLXN0YXJsaW5rLWEtbGEtZmlybWEtbWV4aWNhbmEtc3Rhcmdyb3VwLz9vdXRwdXRUeXBlPWFtcA?oc=5	El Financiero	2021-08-16	Elon Musk quiere arrebatarle la marca Starlink a la firma mexicana StarGroup	0
Llama alcalde electo ‘bocón’ al gobernador - El Diario	https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vZGlhcmlvLm14L2p1YXJlei9sbGFtYS1hbGNhbGRlLWVsZWN0by1ib2Nvbi1hbC1nb2Jlcm5hZG9yLTIwMjEwODE2LTE4MzA1MDguaHRtbNIBW2h0dHBzOi8vZGlhcmlvLm14L2p1YXJlei9hbXAvbGxhbWEtYWxjYWxkZS1lbGVjdG8tYm9jb24tYWwtZ29iZXJuYWRvci0yMDIxMDgxNi0xODMwNTA4Lmh0bWw?oc=5	El Diario	2021-08-16	Llama alcalde electo ‘bocón’ al gobernador	0
Rechazan regreso a clases presenciales en Oaxaca | El Universal - El Universal	https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmVsdW5pdmVyc2FsLmNvbS5teC9lc3RhZG9zL3JlY2hhemFuLXJlZ3Jlc28tY2xhc2VzLXByZXNlbmNpYWxlcy1lbi1vYXhhY2HSAVlodHRwczovL3d3dy5lbHVuaXZlcnNhbC5jb20ubXgvZXN0YWRvcy9yZWNoYXphbi1yZWdyZXNvLWNsYXNlcy1wcmVzZW5jaWFsZXMtZW4tb2F4YWNhP2FtcA?oc=5	El Universal	2021-08-16	Rechazan regreso a clases presenciales en Oaxaca	0
Así denunció actriz a productor de TV por violación en CDMX - Uno TV Noticias	https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LnVub3R2LmNvbS9lc3RhZG9zL2NpdWRhZC1kZS1tZXhpY28vY2RteC1kYW4tcHJpc2lvbi1wcmV2ZW50aXZhLWEtcHJvZHVjdG9yLWRlLXR2LXF1ZS1hYnVzby1kZS1hY3RyaXov0gFxaHR0cHM6Ly93d3cudW5vdHYuY29tL2VzdGFkb3MvY2l1ZGFkLWRlLW1leGljby9jZG14LWRhbi1wcmlzaW9uLXByZXZlbnRpdmEtYS1wcm9kdWN0b3ItZGUtdHYtcXVlLWFidXNvLWRlLWFjdHJpei8?oc=5	Uno TV Noticias	2021-08-17	Así denunció actriz a productor de TV por violación en CDMX	0
