title	link	source	date	title_corrected
Nueva trama en San Ramón: descubren fichas de afiliación al PS entre la basura de la municipalidad - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMiigFodHRwczovL20uZWxtb3N0cmFkb3IuY2wvZGlhLzIwMjEvMDgvMTYvbnVldmEtdHJhbWEtZW4tc2FuLXJhbW9uLWRlc2N1YnJlbi1maWNoYXMtZGUtYWZpbGlhY2lvbi1hbC1wcy1lbnRyZS1sYS1iYXN1cmEtZGUtbGEtbXVuaWNpcGFsaWRhZC_SAY4BaHR0cHM6Ly9tLmVsbW9zdHJhZG9yLmNsL2RpYS8yMDIxLzA4LzE2L251ZXZhLXRyYW1hLWVuLXNhbi1yYW1vbi1kZXNjdWJyZW4tZmljaGFzLWRlLWFmaWxpYWNpb24tYWwtcHMtZW50cmUtbGEtYmFzdXJhLWRlLWxhLW11bmljaXBhbGlkYWQvYW1wLw?oc=5	El Mostrador	2021-08-16	Nueva trama en San Ramón: descubren fichas de afiliación al PS entre la basura de la municipalidad
Escalofriante caso: Joven estuvo seis meses enterrado en fosa artesanal de Los Vilos - El Día	https://news.google.com/__i/rss/rd/articles/CBMib2h0dHA6Ly93d3cuZGlhcmlvZWxkaWEuY2wvcG9saWNpYWwvZXNjYWxvZnJpYW50ZS1jYXNvLWpvdmVuLWVzdHV2by1zZWlzLW1lc2VzLWVudGVycmFkby1lbi1mb3NhLWFydGVzYW5hbC12aWxvc9IBAA?oc=5	El Día	2021-08-16	Escalofriante caso: Joven estuvo seis meses enterrado en fosa artesanal de Los Vilos
Árbol que se desprendió y cayó sobre automóvil fue la causa de muerte de hombre en Los Ángeles - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMirwFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9uYWNpb25hbC9yZWdpb24tZGVsLWJpby1iaW8vMjAyMS8wOC8xNi9hcmJvbC1xdWUtc2UtZGVzcHJlbmRpby15LWNheW8tc29icmUtYXV0b21vdmlsLWZ1ZS1sYS1jYXVzYS1kZS1tdWVydGUtZGUtaG9tYnJlLWVuLWxvcy1hbmdlbGVzLnNodG1s0gGzAWh0dHBzOi8vd3d3LmJpb2Jpb2NoaWxlLmNsL25vdGljaWFzL25hY2lvbmFsL3JlZ2lvbi1kZWwtYmlvLWJpby8yMDIxLzA4LzE2L2FtcC9hcmJvbC1xdWUtc2UtZGVzcHJlbmRpby15LWNheW8tc29icmUtYXV0b21vdmlsLWZ1ZS1sYS1jYXVzYS1kZS1tdWVydGUtZGUtaG9tYnJlLWVuLWxvcy1hbmdlbGVzLnNodG1s?oc=5	BioBioChile	2021-08-16	Árbol que se desprendió y cayó sobre automóvil fue la causa de muerte de hombre en Los Ángeles
Paso a Paso: Ya no habrá comunas en cuarentena y Antofagasta atrasa el toque de queda - Cooperativa.cl	https://news.google.com/__i/rss/rd/articles/CBMilwFodHRwczovL2Nvb3BlcmF0aXZhLmNsL25vdGljaWFzL3NvY2llZGFkL3NhbHVkL2Nvcm9uYXZpcnVzL3Bhc28tYS1wYXNvLXlhLW5vLWhhYnJhLWNvbXVuYXMtZW4tY3VhcmVudGVuYS15LWFudG9mYWdhc3RhLWF0cmFzYS1lbC8yMDIxLTA4LTE2LzE0MDQwMi5odG1s0gFUaHR0cHM6Ly93d3cuY29vcGVyYXRpdmEuY2wvbm90aWNpYXMvc2l0ZS9hcnRpYy8yMDIxMDgxNi9wYWdzLWFtcC8yMDIxMDgxNjE0MDQwMi5odG1s?oc=5	Cooperativa.cl	2021-08-16	Paso a Paso: Ya no habrá comunas en cuarentena y Antofagasta atrasa el toque de queda
Paso a Paso: Minsal anuncia que la totalidad del país salió de Cuarentena y seis regiones tendrán todas sus comunas en Apertura Inicial - La Tercera	https://news.google.com/__i/rss/rd/articles/CBMizQFodHRwczovL3d3dy5sYXRlcmNlcmEuY29tL25hY2lvbmFsL25vdGljaWEvcGFzby1hLXBhc28tbWluc2FsLWFudW5jaWEtcXVlLWxhLXRvdGFsaWRhZC1kZWwtcGFpcy1zYWxpby1kZS1jdWFyZW50ZW5hLXktc2Vpcy1yZWdpb25lcy10ZW5kcmFuLXRvZGFzLXN1cy1jb211bmFzLWVuLWFwZXJ0dXJhLWluaWNpYWwvQlhPSFkzRFEyNUcyUENCSFVaWkZZTDQ2Wkkv0gHcAWh0dHBzOi8vd3d3LmxhdGVyY2VyYS5jb20vbmFjaW9uYWwvbm90aWNpYS9wYXNvLWEtcGFzby1taW5zYWwtYW51bmNpYS1xdWUtbGEtdG90YWxpZGFkLWRlbC1wYWlzLXNhbGlvLWRlLWN1YXJlbnRlbmEteS1zZWlzLXJlZ2lvbmVzLXRlbmRyYW4tdG9kYXMtc3VzLWNvbXVuYXMtZW4tYXBlcnR1cmEtaW5pY2lhbC9CWE9IWTNEUTI1RzJQQ0JIVVpaRllMNDZaSS8_b3V0cHV0VHlwZT1hbXA?oc=5	La Tercera	2021-08-16	Paso a Paso: Minsal anuncia que la totalidad del país salió de Cuarentena y seis regiones tendrán todas sus comunas en Apertura Inicial
¿Cuándo comienza a llover en la región Metropolitana? - 24Horas.cl	https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vd3d3LjI0aG9yYXMuY2wvbmFjaW9uYWwvY3VhbmRvLWNvbWllbnphLWEtbGxvdmVyLWVuLWxhLXJlZ2lvbi1tZXRyb3BvbGl0YW5hLTQ5MjQ0OTjSAVtodHRwczovL2FtcC4yNGhvcmFzLmNsL25hY2lvbmFsL2N1YW5kby1jb21pZW56YS1hLWxsb3Zlci1lbi1sYS1yZWdpb24tbWV0cm9wb2xpdGFuYS00OTI0NDk4?oc=5	24Horas.cl	2021-08-16	¿Cuándo comienza a llover en la región Metropolitana?
Los descargos de Jorge Arancibia, exedecán de Pinochet: “¿Soy un ejemplo de antidemocracia? ¿Soy un personaje negacionista?” - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMinQFodHRwczovL20uZWxtb3N0cmFkb3IuY2wvZGlhLzIwMjEvMDgvMTYvbG9zLWRlc2Nhcmdvcy1kZS1qb3JnZS1hcmFuY2liaWEtZXhlZGVjYW4tZGUtcGlub2NoZXQtc295LXVuLWVqZW1wbG8tZGUtYW50aWRlbW9jcmFjaWEtc295LXVuLXBlcnNvbmFqZS1uZWdhY2lvbmlzdGEv0gGhAWh0dHBzOi8vbS5lbG1vc3RyYWRvci5jbC9kaWEvMjAyMS8wOC8xNi9sb3MtZGVzY2FyZ29zLWRlLWpvcmdlLWFyYW5jaWJpYS1leGVkZWNhbi1kZS1waW5vY2hldC1zb3ktdW4tZWplbXBsby1kZS1hbnRpZGVtb2NyYWNpYS1zb3ktdW4tcGVyc29uYWplLW5lZ2FjaW9uaXN0YS9hbXAv?oc=5	El Mostrador	2021-08-16	Los descargos de Jorge Arancibia, exedecán de Pinochet: “¿Soy un ejemplo de antidemocracia? ¿Soy un personaje negacionista?”
Médico que fue detenido en aeropuerto de Santiago pidió disculpas tras duros insultos a personal de aerolínea que se viralizaron por internet - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMixgFodHRwczovL20uZWxtb3N0cmFkb3IuY2wvbm90aWNpYXMvbXVsdGltZWRpYS8yMDIxLzA4LzE2L21lZGljby1xdWUtZnVlLWRldGVuaWRvLWVuLWFlcm9wdWVydG8tZGUtc2FudGlhZ28tcGlkaW8tZGlzY3VscGFzLXRyYXMtZHVyb3MtaW5zdWx0b3MtYS1wZXJzb25hbC1kZS1hZXJvbGluZWEtcXVlLXNlLXZpcmFsaXphcm9uLXBvci1pbnRlcm5ldC_SAcoBaHR0cHM6Ly9tLmVsbW9zdHJhZG9yLmNsL25vdGljaWFzL211bHRpbWVkaWEvMjAyMS8wOC8xNi9tZWRpY28tcXVlLWZ1ZS1kZXRlbmlkby1lbi1hZXJvcHVlcnRvLWRlLXNhbnRpYWdvLXBpZGlvLWRpc2N1bHBhcy10cmFzLWR1cm9zLWluc3VsdG9zLWEtcGVyc29uYWwtZGUtYWVyb2xpbmVhLXF1ZS1zZS12aXJhbGl6YXJvbi1wb3ItaW50ZXJuZXQvYW1wLw?oc=5	El Mostrador	2021-08-16	Médico que fue detenido en aeropuerto de Santiago pidió disculpas tras duros insultos a personal de aerolínea que se viralizaron por internet
Las gestiones de la fiscalía para evitar que Aguilera venda su casa en La Reina - La Tercera	https://news.google.com/__i/rss/rd/articles/CBMizAFodHRwczovL3d3dy5sYXRlcmNlcmEuY29tL2xhLXRlcmNlcmEtcG0vbm90aWNpYS9maXNjYWxpYS12YS1hLXRyaWJ1bmFsZXMtcGFyYS1xdWUtYWd1aWxlcmEtbm8tdmVuZGEtc3UtY2FzYS1lbi1sYS1yZWluYS15LWFzZWd1cmFyLXBhZ28tZGUtbXVsdGFzLXNpLWVzLWNvbmRlbmFkby1wb3ItY29ycnVwY2lvbi9BVUZFU0pFU1hCR0FCQlQyUTVURjRDNENVWS_SAdsBaHR0cHM6Ly93d3cubGF0ZXJjZXJhLmNvbS9sYS10ZXJjZXJhLXBtL25vdGljaWEvZmlzY2FsaWEtdmEtYS10cmlidW5hbGVzLXBhcmEtcXVlLWFndWlsZXJhLW5vLXZlbmRhLXN1LWNhc2EtZW4tbGEtcmVpbmEteS1hc2VndXJhci1wYWdvLWRlLW11bHRhcy1zaS1lcy1jb25kZW5hZG8tcG9yLWNvcnJ1cGNpb24vQVVGRVNKRVNYQkdBQkJUMlE1VEY0QzRDVVkvP291dHB1dFR5cGU9YW1w?oc=5	La Tercera	2021-08-17	Las gestiones de la fiscalía para evitar que Aguilera venda su casa en La Reina
Senado pide explicaciones a ministra Valdés por ayudas culturales VIP - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMicmh0dHBzOi8vbS5lbG1vc3RyYWRvci5jbC9jdWx0dXJhLzIwMjEvMDgvMTcvc2VuYWRvLXBpZGUtZXhwbGljYWNpb25lcy1hLW1pbmlzdHJhLXZhbGRlcy1wb3ItYXl1ZGFzLWN1bHR1cmFsZXMtdmlwL9IBdmh0dHBzOi8vbS5lbG1vc3RyYWRvci5jbC9jdWx0dXJhLzIwMjEvMDgvMTcvc2VuYWRvLXBpZGUtZXhwbGljYWNpb25lcy1hLW1pbmlzdHJhLXZhbGRlcy1wb3ItYXl1ZGFzLWN1bHR1cmFsZXMtdmlwL2FtcC8?oc=5	El Mostrador	2021-08-17	Senado pide explicaciones a ministra Valdés por ayudas culturales VIP
Lo que tienes que saber este martes en La Tercera: pánico en Afganistán por regreso de talibanes y el informe del PC por derrota de Jadue - La Tercera	https://news.google.com/__i/rss/rd/articles/CBMizwFodHRwczovL3d3dy5sYXRlcmNlcmEuY29tL25hY2lvbmFsL25vdGljaWEvbG8tcXVlLXRpZW5lcy1xdWUtc2FiZXItZXN0ZS1tYXJ0ZXMtZW4tbGEtdGVyY2VyYS1wYW5pY28tZW4tYWZnYW5pc3Rhbi1wb3ItcmVncmVzby1kZS10YWxpYmFuZXMteS1lbC1pbmZvcm1lLWRlbC1wYy1wb3ItZGVycm90YS1kZS1qYWR1ZS9TTURBQlpIS0FCRlFaREFEQzJJM1NOVFE1RS_SAd4BaHR0cHM6Ly93d3cubGF0ZXJjZXJhLmNvbS9uYWNpb25hbC9ub3RpY2lhL2xvLXF1ZS10aWVuZXMtcXVlLXNhYmVyLWVzdGUtbWFydGVzLWVuLWxhLXRlcmNlcmEtcGFuaWNvLWVuLWFmZ2FuaXN0YW4tcG9yLXJlZ3Jlc28tZGUtdGFsaWJhbmVzLXktZWwtaW5mb3JtZS1kZWwtcGMtcG9yLWRlcnJvdGEtZGUtamFkdWUvU01EQUJaSEtBQkZRWkRBREMySTNTTlRRNUUvP291dHB1dFR5cGU9YW1w?oc=5	La Tercera	2021-08-17	Lo que tienes que saber este martes en : pánico en Afganistán por regreso de talibanes y el informe del PC por derrota de Jadue
Marta Lagos y la consulta de Unidad Constituyente: “Hace dos semanas Provoste hubiera ganado con una importante mayoría, pero la cancha se ha ido emparejando” - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMiyQFodHRwczovL20uZWxtb3N0cmFkb3IuY2wvZGVzdGFjYWRvLzIwMjEvMDgvMTcvbWFydGEtbGFnb3MteS1sYS1jb25zdWx0YS1kZS11bmlkYWQtY29uc3RpdHV5ZW50ZS1oYWNlLWRvcy1zZW1hbmFzLXByb3Zvc3RlLWh1YmllcmEtZ2FuYWRvLWNvbi11bmEtaW1wb3J0YW50ZS1tYXlvcmlhLXBlcm8tbGEtY2FuY2hhLXNlLWhhLWlkby1lbXBhcmVqYW5kby_SAc0BaHR0cHM6Ly9tLmVsbW9zdHJhZG9yLmNsL2Rlc3RhY2Fkby8yMDIxLzA4LzE3L21hcnRhLWxhZ29zLXktbGEtY29uc3VsdGEtZGUtdW5pZGFkLWNvbnN0aXR1eWVudGUtaGFjZS1kb3Mtc2VtYW5hcy1wcm92b3N0ZS1odWJpZXJhLWdhbmFkby1jb24tdW5hLWltcG9ydGFudGUtbWF5b3JpYS1wZXJvLWxhLWNhbmNoYS1zZS1oYS1pZG8tZW1wYXJlamFuZG8vYW1wLw?oc=5	El Mostrador	2021-08-17	Marta Lagos y la consulta de Unidad Constituyente: “Hace dos semanas Provoste hubiera ganado con una importante mayoría, pero la cancha se ha ido emparejando”
Arturo Zúñiga es denunciado ante la comisión de Ética de la CC tras emplazamiento a Marcos Barraza - CNN Chile	https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmNubmNoaWxlLmNvbS9wYWlzL2FydHVyby16dW5pZ2EtY29taXNpb24tZXRpY2EtbWFyY29zLWJhcnJhemFfMjAyMTA4MTcv0gEA?oc=5	CNN Chile	2021-08-17	Arturo Zúñiga es denunciado ante la comisión de Ética de la CC tras emplazamiento a Marcos Barraza
Hombre se perfora cuello y muere tras caer de segundo piso en casa de Renca - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMingFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9uYWNpb25hbC9yZWdpb24tbWV0cm9wb2xpdGFuYS8yMDIxLzA4LzE2L2hvbWJyZS1zZS1wZXJmb3JhLWN1ZWxsby15LW11ZXJlLXRyYXMtY2Flci1kZS1zZWd1bmRvLXBpc28tZW4tY2FzYS1kZS1yZW5jYS5zaHRtbNIBogFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9uYWNpb25hbC9yZWdpb24tbWV0cm9wb2xpdGFuYS8yMDIxLzA4LzE2L2FtcC9ob21icmUtc2UtcGVyZm9yYS1jdWVsbG8teS1tdWVyZS10cmFzLWNhZXItZGUtc2VndW5kby1waXNvLWVuLWNhc2EtZGUtcmVuY2Euc2h0bWw?oc=5	BioBioChile	2021-08-17	Hombre se perfora cuello y muere tras caer de segundo piso en casa de Renca
Se separan las aguas en la derecha: 15 convencionales de Chile Vamos, menos de la UDI, reconocen “errores e injusticias” hacia los pueblos originarios - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMiyQFodHRwczovL20uZWxtb3N0cmFkb3IuY2wvbnVldmEtY29uc3RpdHVjaW9uLzIwMjEvMDgvMTcvc2Utc2VwYXJhbi1sYXMtYWd1YXMtZW4tbGEtZGVyZWNoYS0xNS1jb252ZW5jaW9uYWxlcy1kZS1jaGlsZS12YW1vcy1tZW5vcy1kZS1sYS11ZGktcmVjb25vY2VuLWVycm9yZXMtZS1pbmp1c3RpY2lhcy1oYWNpYS1sb3MtcHVlYmxvcy1vcmlnaW5hcmlvcy_SAc0BaHR0cHM6Ly9tLmVsbW9zdHJhZG9yLmNsL251ZXZhLWNvbnN0aXR1Y2lvbi8yMDIxLzA4LzE3L3NlLXNlcGFyYW4tbGFzLWFndWFzLWVuLWxhLWRlcmVjaGEtMTUtY29udmVuY2lvbmFsZXMtZGUtY2hpbGUtdmFtb3MtbWVub3MtZGUtbGEtdWRpLXJlY29ub2Nlbi1lcnJvcmVzLWUtaW5qdXN0aWNpYXMtaGFjaWEtbG9zLXB1ZWJsb3Mtb3JpZ2luYXJpb3MvYW1wLw?oc=5	El Mostrador	2021-08-17	Se separan las aguas en la derecha: 15 convencionales de Chile Vamos, menos de la UDI, reconocen “errores e injusticias” hacia los pueblos originarios
Camión volcado camino a San Javier dejó una persona fallecida: Ruta 5 Sur se mantuvo cortada - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMipAFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9uYWNpb25hbC9yZWdpb24tZGVsLW1hdWxlLzIwMjEvMDgvMTYvY2FtaW9uLXZvbGNhZG8tY2FtaW5vLWEtc2FuLWphdmllci1kZWphLXVuYS1wZXJzb25hLWZhbGxlY2lkYS1ydXRhLTUtc3VyLWVzdGEtY29ydGFkYS5zaHRtbNIBAA?oc=5	BioBioChile	2021-08-17	Camión volcado camino a San Javier dejó una persona fallecida: Ruta 5 Sur se mantuvo cortada
Codelco confirma que un tercer sindicato de División Andina rechazó propuesta e inició huelga legal - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMitgFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9lY29ub21pYS9hY3R1YWxpZGFkLWVjb25vbWljYS8yMDIxLzA4LzE3L2NvZGVsY28tY29uZmlybWEtcXVlLXVuLXRlcmNlci1zaW5kaWNhdG8tZGUtZGl2aXNpb24tYW5kaW5hLXJlY2hhem8tcHJvcHVlc3RhLWUtaW5pY2lvLWh1ZWxnYS1sZWdhbC5zaHRtbNIBugFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9lY29ub21pYS9hY3R1YWxpZGFkLWVjb25vbWljYS8yMDIxLzA4LzE3L2FtcC9jb2RlbGNvLWNvbmZpcm1hLXF1ZS11bi10ZXJjZXItc2luZGljYXRvLWRlLWRpdmlzaW9uLWFuZGluYS1yZWNoYXpvLXByb3B1ZXN0YS1lLWluaWNpby1odWVsZ2EtbGVnYWwuc2h0bWw?oc=5	BioBioChile	2021-08-17	Codelco confirma que un tercer sindicato de División Andina rechazó propuesta e inició huelga legal
“Vivimos entre ustedes”: el dramático testimonio del nieto de un sobreviviente del genocidio Selk’nam - El Mostrador	https://news.google.com/__i/rss/rd/articles/CBMijgFodHRwczovL20uZWxtb3N0cmFkb3IuY2wvY3VsdHVyYS8yMDIxLzA4LzE3L3Zpdmltb3MtZW50cmUtdXN0ZWRlcy1lbC1kcmFtYXRpY28tdGVzdGltb25pby1kZWwtbmlldG8tZGUtdW4tc29icmV2aXZpZW50ZS1kZWwtZ2Vub2NpZGlvLXNlbGtuYW0v0gGSAWh0dHBzOi8vbS5lbG1vc3RyYWRvci5jbC9jdWx0dXJhLzIwMjEvMDgvMTcvdml2aW1vcy1lbnRyZS11c3RlZGVzLWVsLWRyYW1hdGljby10ZXN0aW1vbmlvLWRlbC1uaWV0by1kZS11bi1zb2JyZXZpdmllbnRlLWRlbC1nZW5vY2lkaW8tc2Vsa25hbS9hbXAv?oc=5	El Mostrador	2021-08-17	“Vivimos entre ustedes”: el dramático testimonio del nieto de un sobreviviente del genocidio Selk’nam
Supermercados con pasillo a granel y sin plástico: la campaña que unió a Neme, Omegna y Blanca Lewin - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMirAFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9lc3BlY2lhbC9hcXVpLXRpZXJyYS9ub3RpY2lhcy8yMDIxLzA4LzE3L3N1cGVybWVyY2Fkb3MtY29uLXBhc2lsbG8tYS1ncmFuZWwteS1zaW4tcGxhc3RpY28tbGEtY2FtcGFuYS1xdWUtdW5pby1hLW5lbWUtb21lZ25hLXktYmxhbmNhLWxld2luLnNodG1s0gGwAWh0dHBzOi8vd3d3LmJpb2Jpb2NoaWxlLmNsL2VzcGVjaWFsL2FxdWktdGllcnJhL25vdGljaWFzLzIwMjEvMDgvMTcvYW1wL3N1cGVybWVyY2Fkb3MtY29uLXBhc2lsbG8tYS1ncmFuZWwteS1zaW4tcGxhc3RpY28tbGEtY2FtcGFuYS1xdWUtdW5pby1hLW5lbWUtb21lZ25hLXktYmxhbmNhLWxld2luLnNodG1s?oc=5	BioBioChile	2021-08-17	Supermercados con pasillo a granel y sin plástico: la campaña que unió a Neme, Omegna y Blanca Lewin
El mecanismo de Espinosa: fiscalía pide formalizar a exdirector de la PDI por apropiarse de $ 140 millones de gastos reservados - La Tercera	https://news.google.com/__i/rss/rd/articles/CBMiyQFodHRwczovL3d3dy5sYXRlcmNlcmEuY29tL2xhLXRlcmNlcmEtcG0vbm90aWNpYS9lbC1tZWNhbmlzbW8tZGUtZXNwaW5vc2EtZmlzY2FsaWEtcGlkZS1mb3JtYWxpemFyLWEtZXgtZGlyZWN0b3ItZGUtbGEtcGRpLXBvci1hcHJvcGlhcnNlLWRlLTE0MC1taWxsb25lcy1kZS1nYXN0b3MtcmVzZXJ2YWRvcy9BUUpHTEw3RE9GQVpQSVhRQkRZNjRXNDJLTS_SAdgBaHR0cHM6Ly93d3cubGF0ZXJjZXJhLmNvbS9sYS10ZXJjZXJhLXBtL25vdGljaWEvZWwtbWVjYW5pc21vLWRlLWVzcGlub3NhLWZpc2NhbGlhLXBpZGUtZm9ybWFsaXphci1hLWV4LWRpcmVjdG9yLWRlLWxhLXBkaS1wb3ItYXByb3BpYXJzZS1kZS0xNDAtbWlsbG9uZXMtZGUtZ2FzdG9zLXJlc2VydmFkb3MvQVFKR0xMN0RPRkFaUElYUUJEWTY0VzQyS00vP291dHB1dFR5cGU9YW1w?oc=5	La Tercera	2021-08-17	El mecanismo de Espinosa: fiscalía pide formalizar a exdirector de la PDI por apropiarse de $ 140 millones de gastos reservados
Registro Civil otra vez: tribunal suspende licitación de módulos de autoatención por $3.179 millones - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMipgFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9uYWNpb25hbC9jaGlsZS8yMDIxLzA4LzE3L3JlZ2lzdHJvLWNpdmlsLW90cmEtdmV6LXRyaWJ1bmFsLXN1c3BlbmRlLWxpY2l0YWNpb24tZGUtbW9kdWxvcy1kZS1hdXRvYXRlbmNpb24tcG9yLTMtMTc5LW1pbGxvbmVzLnNodG1s0gGqAWh0dHBzOi8vd3d3LmJpb2Jpb2NoaWxlLmNsL25vdGljaWFzL25hY2lvbmFsL2NoaWxlLzIwMjEvMDgvMTcvYW1wL3JlZ2lzdHJvLWNpdmlsLW90cmEtdmV6LXRyaWJ1bmFsLXN1c3BlbmRlLWxpY2l0YWNpb24tZGUtbW9kdWxvcy1kZS1hdXRvYXRlbmNpb24tcG9yLTMtMTc5LW1pbGxvbmVzLnNodG1s?oc=5	BioBioChile	2021-08-17	Registro Civil otra vez: tribunal suspende licitación de módulos de autoatención por $3.179 millones
CC aprueba unificar plazo de término de comisiones transitorias: una de ellas sesionará en regiones - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMivAFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9lc3BlY2lhbC91bmEtY29uc3RpdHVjaW9uLXBhcmEtY2hpbGUvbm90aWNpYXMvMjAyMS8wOC8xNy9jYy1hcHJ1ZWJhLXVuaWZpY2FyLXBsYXpvLWRlLXRlcm1pbm8tZGUtY29taXNpb25lcy10cmFuc2l0b3JpYXMtdW5hLWRlLWVsbGFzLXNlc2lvbmFyYS1lbi1yZWdpb25lcy5zaHRtbNIBwAFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9lc3BlY2lhbC91bmEtY29uc3RpdHVjaW9uLXBhcmEtY2hpbGUvbm90aWNpYXMvMjAyMS8wOC8xNy9hbXAvY2MtYXBydWViYS11bmlmaWNhci1wbGF6by1kZS10ZXJtaW5vLWRlLWNvbWlzaW9uZXMtdHJhbnNpdG9yaWFzLXVuYS1kZS1lbGxhcy1zZXNpb25hcmEtZW4tcmVnaW9uZXMuc2h0bWw?oc=5	BioBioChile	2021-08-17	CC aprueba unificar plazo de término de comisiones transitorias: una de ellas sesionará en regiones
Lista del Pueblo anota octava baja en CC: Loreto Vallejos se aleja para enfocarse en trabajo - BioBioChile	https://news.google.com/__i/rss/rd/articles/CBMitQFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9lc3BlY2lhbC91bmEtY29uc3RpdHVjaW9uLXBhcmEtY2hpbGUvbm90aWNpYXMvMjAyMS8wOC8xNy9saXN0YS1kZWwtcHVlYmxvLWFub3RhLW9jdGF2YS1iYWphLWVuLWNjLWxvcmV0by12YWxsZWpvcy1zZS1hbGVqYS1wYXJhLWVuZm9jYXJzZS1lbi10cmFiYWpvLnNodG1s0gG5AWh0dHBzOi8vd3d3LmJpb2Jpb2NoaWxlLmNsL2VzcGVjaWFsL3VuYS1jb25zdGl0dWNpb24tcGFyYS1jaGlsZS9ub3RpY2lhcy8yMDIxLzA4LzE3L2FtcC9saXN0YS1kZWwtcHVlYmxvLWFub3RhLW9jdGF2YS1iYWphLWVuLWNjLWxvcmV0by12YWxsZWpvcy1zZS1hbGVqYS1wYXJhLWVuZm9jYXJzZS1lbi10cmFiYWpvLnNodG1s?oc=5	BioBioChile	2021-08-17	Lista del Pueblo anota octava baja en CC: Loreto Vallejos se aleja para enfocarse en trabajo
Katherine Martorell dejará el Gobierno para sumarse al comando de Sichel - Cooperativa.cl	https://news.google.com/__i/rss/rd/articles/CBMilgFodHRwczovL2Nvb3BlcmF0aXZhLmNsL25vdGljaWFzL3BhaXMvZ29iaWVybm8vZ2FiaW5ldGUva2F0aGVyaW5lLW1hcnRvcmVsbC1kZWphcmEtZWwtZ29iaWVybm8tcGFyYS1zdW1hcnNlLWFsLWNvbWFuZG8tZGUtc2ljaGVsLzIwMjEtMDgtMTcvMTMwMDQ1Lmh0bWzSAVRodHRwczovL3d3dy5jb29wZXJhdGl2YS5jbC9ub3RpY2lhcy9zaXRlL2FydGljLzIwMjEwODE3L3BhZ3MtYW1wLzIwMjEwODE3MTMwMDQ1Lmh0bWw?oc=5	Cooperativa.cl	2021-08-17	Katherine Martorell dejará el Gobierno para sumarse al comando de Sichel
"Boric responde a críticas de Sichel por cuarto retiro: ""Celebraron un bono miserable de $65 mil"" - BioBioChile"	https://news.google.com/__i/rss/rd/articles/CBMioAFodHRwczovL3d3dy5iaW9iaW9jaGlsZS5jbC9ub3RpY2lhcy9uYWNpb25hbC9jaGlsZS8yMDIxLzA4LzE3L2JvcmljLXJlc3BvbmRlLWEtY3JpdGljYXMtZGUtc2ljaGVsLXBvci1jdWFydG8tcmV0aXJvLWNlbGVicmFyb24tdW4tYm9uby1taXNlcmFibGUtZGUtNjUtbWlsLnNodG1s0gGkAWh0dHBzOi8vd3d3LmJpb2Jpb2NoaWxlLmNsL25vdGljaWFzL25hY2lvbmFsL2NoaWxlLzIwMjEvMDgvMTcvYW1wL2JvcmljLXJlc3BvbmRlLWEtY3JpdGljYXMtZGUtc2ljaGVsLXBvci1jdWFydG8tcmV0aXJvLWNlbGVicmFyb24tdW4tYm9uby1taXNlcmFibGUtZGUtNjUtbWlsLnNodG1s?oc=5	BioBioChile	2021-08-17	"Boric responde a críticas de Sichel por cuarto retiro: ""Celebraron un bono miserable de $65 mil"""
